Drop Height,Capillary Radius,R-s,R-e,Smax,Beta
2.9430942333728844,0.682425233446648,0.8863832916240776,1.0905503996714074,3.59,0.4
3.033584085163618,0.6684664563761683,0.8928280993934159,1.0872852343382482,3.6897632653061225,0.4
3.1309004052461455,0.665749851423849,0.8790730063201758,1.084616610101308,3.7895265306122448,0.4
3.231715181628231,0.6726512306203702,0.8926367820748433,1.0845862304201646,3.8892897959183674,0.4
3.338794253509824,0.6909177113602042,0.8840258034617029,1.0888273359259595,3.98905306122449,0.4
3.437827443892321,0.7127893518134394,0.8859697487421606,1.0884963992695291,4.088816326530613,0.4
3.5269384973189712,0.737579320525917,0.8806952273715648,1.0910397168438108,4.188579591836735,0.4
3.62071548487518,0.7725386564784466,0.8833890410622215,1.0923296255248383,4.288342857142857,0.4
3.717843872543957,0.8162099674682252,0.8920781762095283,1.087385259434117,4.38810612244898,0.4
3.795149109144785,0.8569509254359361,0.8989661227505598,1.0923358745791112,4.487869387755103,0.4
3.8831884011116644,0.9087110193700038,0.8874085763388325,1.083605806291644,4.587632653061226,0.4
3.966051757273052,0.9633655291978227,0.8854946334738603,1.093099393238287,4.687395918367348,0.4
4.04823202161571,1.0224265568989084,0.8979817980305528,1.0857842211625872,4.78715918367347,0.4
4.110521228518896,1.0771417875252225,0.8805024270910233,1.0852427575686767,4.886922448979593,0.4
4.217992610108442,1.154942809049743,0.9027083828662394,1.084180657603981,4.9866857142857155,0.4
4.28904529229638,1.2206367302558423,0.8853953045524124,1.0911360599244662,5.086448979591838,0.4
4.346499439361783,1.2839271565193853,0.8876464286353872,1.0854725875059987,5.186212244897961,0.4
4.4210935870579995,1.3572181489407757,0.8891050186974138,1.0871163670853643,5.285975510204083,0.4
4.4641962397498025,1.4077728330330268,0.8870431104536775,1.0860319281740083,5.385738775510205,0.4
4.567686173687093,1.5105810011482,0.8732309962703162,1.0902821457355003,5.485502040816328,0.4
4.616762397550949,1.5812580119886188,0.8863543067528532,1.0863769763240076,5.585265306122451,0.4
4.679088653937652,1.6595401574426432,0.8832129261259888,1.0879458629393106,5.685028571428573,0.4
4.7516831056024635,1.7440893069764127,0.8829013664229743,1.090175972054908,5.784791836734696,0.4
4.79143482954331,1.8178268746742616,0.8883631227111615,1.0880086969608227,5.884555102040818,0.4
4.8613546285274385,1.8871921856325513,0.8944597883716154,1.0847300373059596,5.9843183673469404,0.4
4.91459944405521,1.9887601812943612,0.8896439387270805,1.0895525037367368,6.084081632653064,0.4
4.971073552944922,2.0752580388689665,0.8981098311904332,1.0867041229320116,6.183844897959186,0.4
5.021138992222527,2.161215102229968,0.8824060519743276,1.0856452728787849,6.283608163265308,0.4
5.050320945873141,2.240842429982275,0.8826282448073435,1.0898930685625334,6.383371428571431,0.4
5.091433561943921,2.3040684888520606,0.8790503140509284,1.088546555276149,6.483134693877553,0.4
5.153933507660577,2.3998325493933996,0.8896103385158269,1.0853040366634013,6.582897959183676,0.4
5.1891076801576315,2.5114957704993564,0.9062129751338095,1.0837396489646929,6.682661224489799,0.4
5.216830588155741,2.5463654302612553,0.8927565176319937,1.0899600546153785,6.782424489795921,0.4
5.276699177712051,2.6724848943959203,0.8901251286095315,1.0868448014226177,6.882187755102043,0.4
5.319696205490068,2.7957837597351065,0.8936505789816757,1.0924747799681684,6.981951020408166,0.4
5.335836887959289,2.882887927599732,0.8935701009701209,1.09426656773419,7.0817142857142885,0.4
5.374893126152337,2.9812226005282354,0.9053393641275973,1.0824863551058364,7.181477551020411,0.4
5.391017363859456,3.071660965954926,0.8833341671373331,1.089419996691033,7.281240816326534,0.4
5.431614254334435,3.1422559608498095,0.8876027801559568,1.0904337512017925,7.381004081632656,0.4
5.446684352705356,3.267357968087278,0.8875907915612903,1.0836875094209026,7.480767346938778,0.4
5.479422069705175,3.302292759374432,0.9085932032969488,1.0776835564766196,7.580530612244901,0.4
5.5061482028259014,3.471270836077512,0.8872949222180385,1.0906144715147388,7.680293877551024,0.4
5.5115904311052075,3.528992790521355,0.890548040084789,1.0864024120626963,7.780057142857146,0.4
5.519635279727733,3.6609769612744345,0.8874965546226334,1.0836988003903423,7.879820408163269,0.4
5.534632908726188,3.6860788137013545,0.8897912976346927,1.089545859895403,7.979583673469391,0.4
5.564580711845802,3.870429097087889,0.8743535299401671,1.0942229512890072,8.079346938775513,0.4
5.558301786630157,3.9639504696183314,0.8931520988568407,1.0839087960712002,8.179110204081637,0.4
5.564750281303952,3.9025980816481396,0.8893945478908502,1.0934751342962998,8.278873469387758,0.4
5.564256789084061,4.163003138005658,0.8903080489149633,1.1028677738485322,8.378636734693881,0.4
5.567658168385862,3.9696817241716986,0.8894885448710884,1.0925032553070935,8.478400000000004,0.4
2.924829098360789,0.7064079008570571,0.8933351335597911,1.089586799667131,3.5702572057561044,0.40816326530612246
3.0233081281111036,0.6995219818451205,0.8994669753945849,1.0911748930083298,3.666824703922997,0.40816326530612246
3.115370406474632,0.6946795170359351,0.8985391707216983,1.0929901229058108,3.7633922020898893,0.40816326530612246
3.2122247445123606,0.6994733664504607,0.8984161820124229,1.0906344701710184,3.8599597002567823,0.40816326530612246
3.3110738908483777,0.7125075395790138,0.9016484159507707,1.0895470375228649,3.9565271984236747,0.40816326530612246
3.3921937547185004,0.7232604873186425,0.9045950750145412,1.0897444931660811,4.053094696590567,0.40816326530612246
3.4901505919298224,0.7506503549974641,0.8995851152507407,1.0930452302782558,4.14966219475746,0.40816326530612246
3.5890562513198025,0.7855254694172785,0.9005141291687383,1.0914969189808663,4.246229692924352,0.40816326530612246
3.686332419100255,0.8261722780457181,0.89932023592287,1.0864949539478097,4.342797191091245,0.40816326530612246
3.764884398027353,0.8639692655133695,0.8905626874058202,1.0933585239890282,4.439364689258138,0.40816326530612246
3.8447468519709793,0.9083984239054256,0.9029357260706129,1.0895653426933716,4.53593218742503,0.40816326530612246
3.9190418537710863,0.952014051054561,0.8962114990640356,1.0859712982346295,4.632499685591923,0.40816326530612246
4.002293641390576,1.0119184973002346,0.8912305546662845,1.0902852187675374,4.729067183758815,0.40816326530612246
4.096781329515882,1.0773853038673094,0.9029357152554223,1.0894400002266786,4.825634681925708,0.40816326530612246
4.1560580819309925,1.1313447413801898,0.8971078280820303,1.0923387979234394,4.922202180092601,0.40816326530612246
4.246376386237803,1.2023492713115147,0.9022403378233073,1.0874465239425761,5.018769678259493,0.40816326530612246
4.315631330591059,1.2676308106675693,0.9057414859388648,1.091805114367628,5.115337176426386,0.40816326530612246
4.366255407822916,1.3282724215812058,0.8943669340292758,1.0903346339202167,5.211904674593278,0.40816326530612246
4.437826563083419,1.4005494436765844,0.9069065405668646,1.089218708295051,5.308472172760171,0.40816326530612246
4.500541820865361,1.471866297676148,0.8970392418644317,1.0885795154841096,5.405039670927064,0.40816326530612246
4.562204627093762,1.5453117473044085,0.9075236617434795,1.086816079227711,5.501607169093956,0.40816326530612246
4.6322185502544215,1.624551665085043,0.900696376516581,1.0875532015153548,5.598174667260849,0.40816326530612246
4.676266795468274,1.695658689485467,0.9053911246738309,1.0896297316749588,5.694742165427741,0.40816326530612246
4.734790869094775,1.7748407184808443,0.8974591783057395,1.091374119267834,5.7913096635946335,0.40816326530612246
4.80437693528437,1.8606144190271856,0.8992769217715053,1.0899843252223298,5.887877161761526,0.40816326530612246
4.855199817096255,1.9409958213524148,0.909109035505176,1.0825993889426084,5.9844446599284185,0.40816326530612246
4.889793588490944,2.0169536762256204,0.9018577938238541,1.0899288860525405,6.081012158095311,0.40816326530612246
4.956904609499241,2.1079450319947957,0.9078710714842715,1.0849609459278748,6.177579656262203,0.40816326530612246
4.986917170445982,2.1860518054428333,0.8962819092415785,1.081373247522724,6.274147154429096,0.40816326530612246
5.034638784590885,2.2504713967456156,0.8989220094420775,1.0929243476000632,6.370714652595989,0.40816326530612246
5.098111625403198,2.3686537564517853,0.8992442040846602,1.0851820671347396,6.467282150762882,0.40816326530612246
5.124129966587599,2.4508339375778276,0.908348765874972,1.0890204919870894,6.563849648929774,0.40816326530612246
5.171801312376796,2.518042900833984,0.9073217278647078,1.09116847438053,6.660417147096666,0.40816326530612246
5.202379807385518,2.6313188949277704,0.9050837107381631,1.0832020156683342,6.756984645263559,0.40816326530612246
5.233252338694446,2.7208536264846077,0.8891486087180619,1.0913360810936639,6.853552143430452,0.40816326530612246
5.265269003755652,2.8125964904979335,0.9076959597209753,1.0847264100862202,6.950119641597345,0.40816326530612246
5.284093382061223,2.9005003701714256,0.8934625780000863,1.0891316750265807,7.046687139764237,0.40816326530612246
5.329651296036969,2.9708492066415775,0.9075819101820969,1.084848751909019,7.143254637931129,0.40816326530612246
5.343411915679509,3.058865216922198,0.8970047434254953,1.0923732745433932,7.239822136098022,0.40816326530612246
5.365948947655877,3.184624164843804,0.9086256278687137,1.0921312906143148,7.336389634264915,0.40816326530612246
5.376759254741176,3.2753292208517206,0.8883124319548847,1.0964386559562787,7.432957132431808,0.40816326530612246
5.409823559911764,3.3086574728848475,0.910573423199611,1.0968413438550633,7.5295246305987,0.40816326530612246
5.407252729147739,3.4648664048026183,0.8996781687532207,1.0832057283266414,7.626092128765593,0.40816326530612246
5.430417383946714,3.5652761523694334,0.8900959463602537,1.0922377905972813,7.722659626932485,0.40816326530612246
5.431737437639094,3.6571776779340337,0.8903116457686131,1.0887830455991232,7.819227125099378,0.40816326530612246
5.456980792640731,3.722999054258472,0.9033685426146468,1.101913231729385,7.91579462326627,0.40816326530612246
5.441100135874756,3.7306297641018857,0.8861909669974474,1.0816154188094922,8.012362121433164,0.40816326530612246
5.464513874150337,3.833534325061952,0.8984894867287171,1.0883190906470404,8.108929619600055,0.40816326530612246
5.465664078375091,3.846470046877325,0.893947801579485,1.0843890732657182,8.205497117766948,0.40816326530612246
5.465950277492748,4.104846965749898,0.9120910301876203,1.0909658947858927,8.30206461593384,0.40816326530612246
2.9073663405972057,0.7315656255701832,0.9178655538451225,1.091905291895242,3.549595338676911,0.4163265306122449
3.0064089113784696,0.7272574027240493,0.9122929539961842,1.0937917454228778,3.643120658354034,0.4163265306122449
3.0971622175594646,0.7229313654588322,0.9084143384547577,1.0940544769007994,3.7366459780311576,0.4163265306122449
3.1859085876976683,0.7234674233423292,0.9090198777761702,1.0919679450049864,3.8301712977082807,0.4163265306122449
3.2715458357248863,0.7288081497728248,0.9148625692606968,1.088344572280959,3.923696617385404,0.4163265306122449
3.3755231716681973,0.7511828092595553,0.906175229240264,1.0965897015467876,4.017221937062527,0.4163265306122449
3.4673103722077263,0.7733918368509719,0.9198317676132629,1.0853301032300655,4.110747256739651,0.4163265306122449
3.546540752182052,0.7957344274666793,0.9114260391363697,1.0906239245285982,4.204272576416773,0.4163265306122449
3.641111212063419,0.8325284308608282,0.9067410749294839,1.097056803199667,4.297797896093897,0.4163265306122449
3.734355605345528,0.8745665836260116,0.905569465693338,1.0925344272011437,4.3913232157710205,0.4163265306122449
3.8014189401144254,0.9095644307200935,0.9135657905775147,1.09604730393507,4.484848535448144,0.4163265306122449
3.894606346878087,0.9624177408010905,0.9113678615173969,1.0909564115795671,4.5783738551252675,0.4163265306122449
3.958940784046407,1.006632736989983,0.9068374845615114,1.0933938156946572,4.67189917480239,0.4163265306122449
4.046468441622146,1.0659867432315369,0.9104826343260798,1.0934393722244289,4.765424494479514,0.4163265306122449
4.111604013575586,1.1193328661334592,0.8990061092053901,1.0945084753621914,4.858949814156636,0.4163265306122449
4.184400608925343,1.1798975521398474,0.9114881063040976,1.093156436009236,4.95247513383376,0.4163265306122449
4.262274331135256,1.2460995664977188,0.9116769580635993,1.091595370771232,5.046000453510883,0.4163265306122449
4.333078628761629,1.3124336530131988,0.9072028811163667,1.093424806300151,5.139525773188007,0.4163265306122449
4.388000618777354,1.3750753969940137,0.9101957348720602,1.0931542061793975,5.23305109286513,0.4163265306122449
4.451307684215413,1.4441221914239197,0.9239561676969543,1.0870373676474425,5.326576412542253,0.4163265306122449
4.507364006648993,1.5128426792380718,0.9176183990231654,1.0894049413417257,5.4201017322193765,0.4163265306122449
4.568344498756911,1.586153996779086,0.911200975500698,1.0998697643188948,5.513627051896499,0.4163265306122449
4.62153953017834,1.6431528165553622,0.9100289828779307,1.0888778928204028,5.607152371573623,0.4163265306122449
4.676178354453738,1.7176427866874884,0.9187081672789634,1.093265597619199,5.700677691250746,0.4163265306122449
4.731519370945908,1.8121936523615192,0.9160747963652354,1.0865173065139304,5.79420301092787,0.4163265306122449
4.78316706647968,1.8908844029444374,0.9043193052376322,1.0922322382351695,5.887728330604993,0.4163265306122449
4.862632862295234,1.982988456988075,0.9054074208107935,1.094571605958681,5.981253650282116,0.4163265306122449
4.890132550747522,2.0560570595427383,0.9001852660151146,1.0948102322453355,6.074778969959239,0.4163265306122449
4.929181192526912,2.1144363224571063,0.9128600071178277,1.0968289906135693,6.168304289636362,0.4163265306122449
4.987461399955461,2.2253985122158766,0.9032811143062747,1.0924095040979866,6.2618296093134855,0.4163265306122449
5.003623998911795,2.299693760591052,0.9212058152062687,1.0963686944678557,6.355354928990609,0.4163265306122449
5.051083391465119,2.3886620134675653,0.9095702968249407,1.0884435654429265,6.448880248667733,0.4163265306122449
5.100219621477976,2.4801969694449273,0.8844620093798619,1.0976015307565536,6.542405568344856,0.4163265306122449
5.138924051375044,2.569255748199515,0.9144732705147296,1.089458759398067,6.635930888021979,0.4163265306122449
5.146918291957106,2.64726256047105,0.9149970208991379,1.094957978305481,6.729456207699102,0.4163265306122449
5.183490670574858,2.7388789559670004,0.9011454746874529,1.0963154034118885,6.822981527376225,0.4163265306122449
5.210901636832262,2.8283229079713634,0.9142799466920758,1.0912640137315943,6.916506847053348,0.4163265306122449
5.2383818691235104,2.8893407757931118,0.8941544712890875,1.095419907072185,7.010032166730472,0.4163265306122449
5.267630808229835,2.951012648521868,0.9157975222889625,1.0937126859516277,7.103557486407595,0.4163265306122449
5.2653637193682306,3.0942139094830847,0.9255493762363736,1.0878268923194792,7.197082806084719,0.4163265306122449
5.289703054955012,3.1555561143415853,0.9096150095946064,1.0886372182724378,7.2906081257618425,0.4163265306122449
5.325680723609962,3.289428427191549,0.9056786002643848,1.0839604307997777,7.384133445438965,0.4163265306122449
5.345465612575634,3.384653872601028,0.9086439375978284,1.0971468513978893,7.477658765116088,0.4163265306122449
5.359114942784461,3.4071154644412234,0.9202314418675009,1.1019602198408645,7.571184084793211,0.4163265306122449
5.355371043029293,3.492438703705366,0.9023085867881688,1.0929567995066432,7.664709404470335,0.4163265306122449
5.370258146628126,3.5874342781058006,0.9222410966912297,1.0953652401591651,7.758234724147458,0.4163265306122449
5.369488210968246,3.638227649593842,0.8986561422321006,1.0988870571424592,7.851760043824582,0.4163265306122449
5.376564938818721,3.770078174675913,0.9049574942515942,1.0966170588666544,7.945285363501705,0.4163265306122449
5.375050521971004,3.860780255045307,0.9077029656918898,1.0873681581750378,8.038810683178827,0.4163265306122449
5.38077398830941,3.713619052561604,0.9336379129314052,1.0907997569555117,8.13233600285595,0.4163265306122449
2.8889874650324288,0.7566942050257224,0.918986182952121,1.0925749134399898,3.5280682538738097,0.4244897959183674
2.97693775828791,0.7475323610947076,0.9203288318445109,1.0962614853615165,3.6187007605639803,0.4244897959183674
3.0705096686332025,0.7466853890874161,0.9241762378543992,1.0959571093469314,3.7093332672541504,0.4244897959183674
3.1649884600444844,0.7515242346048265,0.9264499314034075,1.0908813573082006,3.7999657739443204,0.4244897959183674
3.254241977468097,0.7588879062453786,0.9136485644130202,1.0972079282158707,3.890598280634491,0.4244897959183674
3.3373624829448847,0.7688556110743564,0.9208462790556011,1.091863740810938,3.9812307873246615,0.4244897959183674
3.425907160128721,0.7881684496128433,0.9205067134401519,1.096666140818999,4.071863294014832,0.4244897959183674
3.517553235432877,0.8152853339128984,0.9204949035749646,1.097402183806333,4.162495800705002,0.4244897959183674
3.6087873295862294,0.8480921701875117,0.929487392638955,1.0916919497746165,4.253128307395173,0.4244897959183674
3.68701598682977,0.880013786774659,0.9227126025480822,1.096234771318088,4.343760814085343,0.4244897959183674
3.7600377674825274,0.9150230320731833,0.9225886531292028,1.0970487175736416,4.434393320775513,0.4244897959183674
3.854829540319728,0.9658446787811518,0.9240871015877318,1.0956093246898968,4.525025827465683,0.4244897959183674
3.922522928481326,1.0084332557049291,0.9282376664166572,1.0927445746966604,4.615658334155853,0.4244897959183674
